payslip_id,customer_id,customer_name,payslip_date,product_id,product_name,product_category,amount,product_price
596,1,Stefanie,2020-09-11 11:03:50.300,7,Cutter,Basteln,1,3.99
596,1,Stefanie,2020-09-11 11:03:50.300,24,Einweggrill,Garten,0,4.79
596,1,Stefanie,2020-09-11 11:03:50.300,28,Feuerzeug,Sonstiges,2,2.59
623,1,Stefanie,2020-04-22 04:30:53.260,2,Lampenfassung,Elektronik,2,3.19
623,1,Stefanie,2020-04-22 04:30:53.260,1,Gluehbirne,Elektronik,1,3.99
623,1,Stefanie,2020-04-22 04:30:53.260,15,Lack,Farben,3,6.49
623,1,Stefanie,2020-04-22 04:30:53.260,4,Mehrfachsteckdose,Elektronik,3,3.29
623,1,Stefanie,2020-04-22 04:30:53.260,4,Mehrfachsteckdose,Elektronik,2,3.29
623,1,Stefanie,2020-04-22 04:30:53.260,4,Mehrfachsteckdose,Elektronik,0,3.29
623,1,Stefanie,2020-04-22 04:30:53.260,14,Farbe,Farben,1,14.99
623,1,Stefanie,2020-04-22 04:30:53.260,8,Brett,Basteln,0,3.99
623,1,Stefanie,2020-04-22 04:30:53.260,26,Heckenschere,Garten,0,9.99
623,1,Stefanie,2020-04-22 04:30:53.260,9,Nagel,Basteln,0,2.99
623,1,Stefanie,2020-04-22 04:30:53.260,33,Scheibenklar,Auto,0,2.99
672,1,Stefanie,2020-07-03 17:11:03.010,35,Autopolitur,Auto,1,11.99
672,1,Stefanie,2020-07-03 17:11:03.010,12,Klebeband,Farben,1,3.99
672,1,Stefanie,2020-07-03 17:11:03.010,25,Handschuhe,Garten,0,5.99
672,1,Stefanie,2020-07-03 17:11:03.010,15,Lack,Farben,0,6.49
672,1,Stefanie,2020-07-03 17:11:03.010,9,Nagel,Basteln,1,2.99
672,1,Stefanie,2020-07-03 17:11:03.010,35,Autopolitur,Auto,1,11.99
672,1,Stefanie,2020-07-03 17:11:03.010,21,Zollstock,Werkzeug,0,2.99
672,1,Stefanie,2020-07-03 17:11:03.010,25,Handschuhe,Garten,1,5.99
672,1,Stefanie,2020-07-03 17:11:03.010,32,Bremsenmittel,Auto,0,3.99
672,1,Stefanie,2020-07-03 17:11:03.010,13,Spachtel,Farben,0,4.89
724,1,Stefanie,2020-07-17 14:03:56.990,1,Gluehbirne,Elektronik,3,3.99
724,1,Stefanie,2020-07-17 14:03:56.990,3,Batterie,Elektronik,3,4.79
724,1,Stefanie,2020-07-17 14:03:56.990,12,Klebeband,Farben,0,3.99
724,1,Stefanie,2020-07-17 14:03:56.990,22,Topf,Garten,0,0.79
724,1,Stefanie,2020-07-17 14:03:56.990,34,Destilliertes Wasser,Auto,1,0.99
724,1,Stefanie,2020-07-17 14:03:56.990,31,Kleber,Sonstiges,2,4.99
724,1,Stefanie,2020-07-17 14:03:56.990,29,Grillanzuender,Sonstiges,0,2.99
724,1,Stefanie,2020-07-17 14:03:56.990,23,Handschaufel,Garten,1,2.29
724,1,Stefanie,2020-07-17 14:03:56.990,21,Zollstock,Werkzeug,1,2.99
724,1,Stefanie,2020-07-17 14:03:56.990,13,Spachtel,Farben,0,4.89
903,1,Stefanie,2020-03-22 14:36:30.670,19,Schraubenzieher,Werkzeug,1,5.99
903,1,Stefanie,2020-03-22 14:36:30.670,31,Kleber,Sonstiges,1,4.99
903,1,Stefanie,2020-03-22 14:36:30.670,32,Bremsenmittel,Auto,1,3.99
903,1,Stefanie,2020-03-22 14:36:30.670,18,Akkuschrauber,Werkzeug,1,24.99
903,1,Stefanie,2020-03-22 14:36:30.670,8,Brett,Basteln,0,3.99
903,1,Stefanie,2020-03-22 14:36:30.670,15,Lack,Farben,3,6.49
903,1,Stefanie,2020-03-22 14:36:30.670,26,Heckenschere,Garten,0,9.99
903,1,Stefanie,2020-03-22 14:36:30.670,30,Teelicht,Sonstiges,1,1.49
903,1,Stefanie,2020-03-22 14:36:30.670,30,Teelicht,Sonstiges,0,1.49
903,1,Stefanie,2020-03-22 14:36:30.670,35,Autopolitur,Auto,1,11.99
43,2,Sandy,2020-01-27 06:15:11.950,27,Muellsack,Sonstiges,0,1.99
43,2,Sandy,2020-01-27 06:15:11.950,2,Lampenfassung,Elektronik,4,3.19
43,2,Sandy,2020-01-27 06:15:11.950,14,Farbe,Farben,2,14.99
43,2,Sandy,2020-01-27 06:15:11.950,20,Zange,Werkzeug,1,3.99
43,2,Sandy,2020-01-27 06:15:11.950,4,Mehrfachsteckdose,Elektronik,2,3.29
43,2,Sandy,2020-01-27 06:15:11.950,4,Mehrfachsteckdose,Elektronik,1,3.29
43,2,Sandy,2020-01-27 06:15:11.950,20,Zange,Werkzeug,1,3.99
43,2,Sandy,2020-01-27 06:15:11.950,16,Farbwalze,Farben,0,5.79
43,2,Sandy,2020-01-27 06:15:11.950,15,Lack,Farben,2,6.49
43,2,Sandy,2020-01-27 06:15:11.950,1,Gluehbirne,Elektronik,1,3.99
105,2,Sandy,2020-03-29 03:20:47.180,32,Bremsenmittel,Auto,0,3.99
105,2,Sandy,2020-03-29 03:20:47.180,30,Teelicht,Sonstiges,0,1.49
105,2,Sandy,2020-03-29 03:20:47.180,5,Kabel,Elektronik,1,6.99
105,2,Sandy,2020-03-29 03:20:47.180,26,Heckenschere,Garten,1,9.99
105,2,Sandy,2020-03-29 03:20:47.180,8,Brett,Basteln,0,3.99
105,2,Sandy,2020-03-29 03:20:47.180,13,Spachtel,Farben,1,4.89
105,2,Sandy,2020-03-29 03:20:47.180,31,Kleber,Sonstiges,2,4.99
105,2,Sandy,2020-03-29 03:20:47.180,31,Kleber,Sonstiges,1,4.99
105,2,Sandy,2020-03-29 03:20:47.180,28,Feuerzeug,Sonstiges,1,2.59
105,2,Sandy,2020-03-29 03:20:47.180,5,Kabel,Elektronik,0,6.99
105,2,Sandy,2020-03-29 03:20:47.180,22,Topf,Garten,1,0.79
235,2,Sandy,2020-06-06 04:09:42.680,23,Handschaufel,Garten,1,2.29
235,2,Sandy,2020-06-06 04:09:42.680,25,Handschuhe,Garten,1,5.99
235,2,Sandy,2020-06-06 04:09:42.680,2,Lampenfassung,Elektronik,0,3.19
235,2,Sandy,2020-06-06 04:09:42.680,11,Pinsel,Farben,2,1.89
235,2,Sandy,2020-06-06 04:09:42.680,6,Polystyrolkugel,Basteln,3,1.49
235,2,Sandy,2020-06-06 04:09:42.680,7,Cutter,Basteln,1,3.99
235,2,Sandy,2020-06-06 04:09:42.680,22,Topf,Garten,3,0.79
235,2,Sandy,2020-06-06 04:09:42.680,19,Schraubenzieher,Werkzeug,1,5.99
235,2,Sandy,2020-06-06 04:09:42.680,15,Lack,Farben,3,6.49
235,2,Sandy,2020-06-06 04:09:42.680,28,Feuerzeug,Sonstiges,2,2.59
235,2,Sandy,2020-06-06 04:09:42.680,1,Gluehbirne,Elektronik,4,3.99
285,2,Sandy,2020-09-29 16:09:24.270,32,Bremsenmittel,Auto,1,3.99
285,2,Sandy,2020-09-29 16:09:24.270,1,Gluehbirne,Elektronik,1,3.99
285,2,Sandy,2020-09-29 16:09:24.270,2,Lampenfassung,Elektronik,2,3.19
285,2,Sandy,2020-09-29 16:09:24.270,7,Cutter,Basteln,1,3.99
285,2,Sandy,2020-09-29 16:09:24.270,16,Farbwalze,Farben,1,5.79
285,2,Sandy,2020-09-29 16:09:24.270,10,Schraube,Basteln,1,4.89
285,2,Sandy,2020-09-29 16:09:24.270,23,Handschaufel,Garten,0,2.29
285,2,Sandy,2020-09-29 16:09:24.270,32,Bremsenmittel,Auto,1,3.99
285,2,Sandy,2020-09-29 16:09:24.270,6,Polystyrolkugel,Basteln,2,1.49
285,2,Sandy,2020-09-29 16:09:24.270,26,Heckenschere,Garten,1,9.99
286,2,Sandy,2020-05-31 06:57:43.530,20,Zange,Werkzeug,0,3.99
286,2,Sandy,2020-05-31 06:57:43.530,1,Gluehbirne,Elektronik,4,3.99
286,2,Sandy,2020-05-31 06:57:43.530,36,Frostschutz,Auto,1,2.99
286,2,Sandy,2020-05-31 06:57:43.530,25,Handschuhe,Garten,1,5.99
286,2,Sandy,2020-05-31 06:57:43.530,36,Frostschutz,Auto,1,2.99
286,2,Sandy,2020-05-31 06:57:43.530,18,Akkuschrauber,Werkzeug,0,24.99
286,2,Sandy,2020-05-31 06:57:43.530,16,Farbwalze,Farben,1,5.79
286,2,Sandy,2020-05-31 06:57:43.530,29,Grillanzuender,Sonstiges,1,2.99
286,2,Sandy,2020-05-31 06:57:43.530,17,Hammer,Werkzeug,1,6.99
428,2,Sandy,2020-12-09 21:20:32.780,24,Einweggrill,Garten,2,4.79
428,2,Sandy,2020-12-09 21:20:32.780,13,Spachtel,Farben,0,4.89
428,2,Sandy,2020-12-09 21:20:32.780,33,Scheibenklar,Auto,1,2.99
428,2,Sandy,2020-12-09 21:20:32.780,29,Grillanzuender,Sonstiges,2,2.99
428,2,Sandy,2020-12-09 21:20:32.780,26,Heckenschere,Garten,0,9.99
428,2,Sandy,2020-12-09 21:20:32.780,1,Gluehbirne,Elektronik,2,3.99
428,2,Sandy,2020-12-09 21:20:32.780,21,Zollstock,Werkzeug,0,2.99
428,2,Sandy,2020-12-09 21:20:32.780,3,Batterie,Elektronik,1,4.79
428,2,Sandy,2020-12-09 21:20:32.780,36,Frostschutz,Auto,0,2.99
428,2,Sandy,2020-12-09 21:20:32.780,18,Akkuschrauber,Werkzeug,1,24.99
428,2,Sandy,2020-12-09 21:20:32.780,7,Cutter,Basteln,0,3.99
434,2,Sandy,2020-11-14 05:52:47.200,11,Pinsel,Farben,2,1.89
434,2,Sandy,2020-11-14 05:52:47.200,10,Schraube,Basteln,0,4.89
434,2,Sandy,2020-11-14 05:52:47.200,13,Spachtel,Farben,2,4.89
434,2,Sandy,2020-11-14 05:52:47.200,23,Handschaufel,Garten,0,2.29
434,2,Sandy,2020-11-14 05:52:47.200,9,Nagel,Basteln,1,2.99
434,2,Sandy,2020-11-14 05:52:47.200,27,Muellsack,Sonstiges,0,1.99
434,2,Sandy,2020-11-14 05:52:47.200,34,Destilliertes Wasser,Auto,0,0.99
434,2,Sandy,2020-11-14 05:52:47.200,36,Frostschutz,Auto,0,2.99
434,2,Sandy,2020-11-14 05:52:47.200,34,Destilliertes Wasser,Auto,1,0.99
434,2,Sandy,2020-11-14 05:52:47.200,22,Topf,Garten,0,0.79
434,2,Sandy,2020-11-14 05:52:47.200,31,Kleber,Sonstiges,2,4.99
457,2,Sandy,2020-12-05 22:43:45.230,28,Feuerzeug,Sonstiges,2,2.59
457,2,Sandy,2020-12-05 22:43:45.230,23,Handschaufel,Garten,1,2.29
457,2,Sandy,2020-12-05 22:43:45.230,3,Batterie,Elektronik,0,4.79
457,2,Sandy,2020-12-05 22:43:45.230,34,Destilliertes Wasser,Auto,1,0.99
457,2,Sandy,2020-12-05 22:43:45.230,28,Feuerzeug,Sonstiges,0,2.59
457,2,Sandy,2020-12-05 22:43:45.230,16,Farbwalze,Farben,0,5.79
457,2,Sandy,2020-12-05 22:43:45.230,14,Farbe,Farben,0,14.99
457,2,Sandy,2020-12-05 22:43:45.230,21,Zollstock,Werkzeug,1,2.99
457,2,Sandy,2020-12-05 22:43:45.230,3,Batterie,Elektronik,0,4.79
457,2,Sandy,2020-12-05 22:43:45.230,34,Destilliertes Wasser,Auto,1,0.99
534,2,Sandy,2020-11-22 09:23:51.910,11,Pinsel,Farben,2,1.89
534,2,Sandy,2020-11-22 09:23:51.910,18,Akkuschrauber,Werkzeug,1,24.99
534,2,Sandy,2020-11-22 09:23:51.910,4,Mehrfachsteckdose,Elektronik,1,3.29
534,2,Sandy,2020-11-22 09:23:51.910,18,Akkuschrauber,Werkzeug,0,24.99
534,2,Sandy,2020-11-22 09:23:51.910,35,Autopolitur,Auto,1,11.99
534,2,Sandy,2020-11-22 09:23:51.910,16,Farbwalze,Farben,0,5.79
534,2,Sandy,2020-11-22 09:23:51.910,13,Spachtel,Farben,2,4.89
534,2,Sandy,2020-11-22 09:23:51.910,22,Topf,Garten,0,0.79
534,2,Sandy,2020-11-22 09:23:51.910,1,Gluehbirne,Elektronik,4,3.99
534,2,Sandy,2020-11-22 09:23:51.910,11,Pinsel,Farben,2,1.89
534,2,Sandy,2020-11-22 09:23:51.910,23,Handschaufel,Garten,0,2.29
597,2,Sandy,2020-04-29 17:31:52.810,29,Grillanzuender,Sonstiges,0,2.99
597,2,Sandy,2020-04-29 17:31:52.810,6,Polystyrolkugel,Basteln,1,1.49
597,2,Sandy,2020-04-29 17:31:52.810,32,Bremsenmittel,Auto,0,3.99
597,2,Sandy,2020-04-29 17:31:52.810,29,Grillanzuender,Sonstiges,1,2.99
597,2,Sandy,2020-04-29 17:31:52.810,30,Teelicht,Sonstiges,1,1.49
597,2,Sandy,2020-04-29 17:31:52.810,30,Teelicht,Sonstiges,1,1.49
597,2,Sandy,2020-04-29 17:31:52.810,22,Topf,Garten,3,0.79
597,2,Sandy,2020-04-29 17:31:52.810,5,Kabel,Elektronik,0,6.99
597,2,Sandy,2020-04-29 17:31:52.810,6,Polystyrolkugel,Basteln,0,1.49
597,2,Sandy,2020-04-29 17:31:52.810,28,Feuerzeug,Sonstiges,0,2.59
757,2,Sandy,2020-03-02 05:07:14.520,26,Heckenschere,Garten,1,9.99
757,2,Sandy,2020-03-02 05:07:14.520,1,Gluehbirne,Elektronik,4,3.99
757,2,Sandy,2020-03-02 05:07:14.520,32,Bremsenmittel,Auto,1,3.99
757,2,Sandy,2020-03-02 05:07:14.520,34,Destilliertes Wasser,Auto,0,0.99
757,2,Sandy,2020-03-02 05:07:14.520,32,Bremsenmittel,Auto,0,3.99
757,2,Sandy,2020-03-02 05:07:14.520,10,Schraube,Basteln,1,4.89
757,2,Sandy,2020-03-02 05:07:14.520,12,Klebeband,Farben,0,3.99
757,2,Sandy,2020-03-02 05:07:14.520,12,Klebeband,Farben,1,3.99
757,2,Sandy,2020-03-02 05:07:14.520,20,Zange,Werkzeug,0,3.99
757,2,Sandy,2020-03-02 05:07:14.520,28,Feuerzeug,Sonstiges,1,2.59
833,2,Sandy,2020-08-08 11:08:57.430,8,Brett,Basteln,0,3.99
833,2,Sandy,2020-08-08 11:08:57.430,18,Akkuschrauber,Werkzeug,0,24.99
833,2,Sandy,2020-08-08 11:08:57.430,26,Heckenschere,Garten,0,9.99
833,2,Sandy,2020-08-08 11:08:57.430,27,Muellsack,Sonstiges,0,1.99
833,2,Sandy,2020-08-08 11:08:57.430,1,Gluehbirne,Elektronik,3,3.99
833,2,Sandy,2020-08-08 11:08:57.430,35,Autopolitur,Auto,1,11.99
833,2,Sandy,2020-08-08 11:08:57.430,31,Kleber,Sonstiges,2,4.99
833,2,Sandy,2020-08-08 11:08:57.430,32,Bremsenmittel,Auto,0,3.99
833,2,Sandy,2020-08-08 11:08:57.430,29,Grillanzuender,Sonstiges,1,2.99
864,2,Sandy,2020-03-30 16:16:09.470,35,Autopolitur,Auto,1,11.99
864,2,Sandy,2020-03-30 16:16:09.470,1,Gluehbirne,Elektronik,0,3.99
864,2,Sandy,2020-03-30 16:16:09.470,21,Zollstock,Werkzeug,1,2.99
864,2,Sandy,2020-03-30 16:16:09.470,31,Kleber,Sonstiges,2,4.99
864,2,Sandy,2020-03-30 16:16:09.470,4,Mehrfachsteckdose,Elektronik,1,3.29
864,2,Sandy,2020-03-30 16:16:09.470,35,Autopolitur,Auto,1,11.99
864,2,Sandy,2020-03-30 16:16:09.470,33,Scheibenklar,Auto,0,2.99
864,2,Sandy,2020-03-30 16:16:09.470,12,Klebeband,Farben,1,3.99
910,2,Sandy,2020-12-11 13:32:30.380,14,Farbe,Farben,1,14.99
910,2,Sandy,2020-12-11 13:32:30.380,15,Lack,Farben,3,6.49
910,2,Sandy,2020-12-11 13:32:30.380,25,Handschuhe,Garten,0,5.99
910,2,Sandy,2020-12-11 13:32:30.380,5,Kabel,Elektronik,1,6.99
910,2,Sandy,2020-12-11 13:32:30.380,2,Lampenfassung,Elektronik,4,3.19
910,2,Sandy,2020-12-11 13:32:30.380,17,Hammer,Werkzeug,0,6.99
910,2,Sandy,2020-12-11 13:32:30.380,20,Zange,Werkzeug,0,3.99
910,2,Sandy,2020-12-11 13:32:30.380,8,Brett,Basteln,4,3.99
910,2,Sandy,2020-12-11 13:32:30.380,2,Lampenfassung,Elektronik,2,3.19
910,2,Sandy,2020-12-11 13:32:30.380,31,Kleber,Sonstiges,0,4.99
997,2,Sandy,2020-02-06 14:22:15.720,26,Heckenschere,Garten,1,9.99
997,2,Sandy,2020-02-06 14:22:15.720,4,Mehrfachsteckdose,Elektronik,3,3.29
997,2,Sandy,2020-02-06 14:22:15.720,7,Cutter,Basteln,0,3.99
997,2,Sandy,2020-02-06 14:22:15.720,31,Kleber,Sonstiges,2,4.99
997,2,Sandy,2020-02-06 14:22:15.720,6,Polystyrolkugel,Basteln,3,1.49
997,2,Sandy,2020-02-06 14:22:15.720,18,Akkuschrauber,Werkzeug,1,24.99
997,2,Sandy,2020-02-06 14:22:15.720,30,Teelicht,Sonstiges,0,1.49
997,2,Sandy,2020-02-06 14:22:15.720,1,Gluehbirne,Elektronik,2,3.99
997,2,Sandy,2020-02-06 14:22:15.720,29,Grillanzuender,Sonstiges,2,2.99
997,2,Sandy,2020-02-06 14:22:15.720,8,Brett,Basteln,2,3.99
358,3,Lee,2020-07-12 01:45:15.960,1,Gluehbirne,Elektronik,0,3.99
358,3,Lee,2020-07-12 01:45:15.960,6,Polystyrolkugel,Basteln,2,1.49
358,3,Lee,2020-07-12 01:45:15.960,17,Hammer,Werkzeug,1,6.99
358,3,Lee,2020-07-12 01:45:15.960,15,Lack,Farben,1,6.49
358,3,Lee,2020-07-12 01:45:15.960,35,Autopolitur,Auto,1,11.99
358,3,Lee,2020-07-12 01:45:15.960,24,Einweggrill,Garten,0,4.79
358,3,Lee,2020-07-12 01:45:15.960,32,Bremsenmittel,Auto,1,3.99
358,3,Lee,2020-07-12 01:45:15.960,24,Einweggrill,Garten,1,4.79
358,3,Lee,2020-07-12 01:45:15.960,5,Kabel,Elektronik,0,6.99
358,3,Lee,2020-07-12 01:45:15.960,33,Scheibenklar,Auto,1,2.99
358,3,Lee,2020-07-12 01:45:15.960,1,Gluehbirne,Elektronik,3,3.99
385,3,Lee,2020-07-31 09:11:13.150,2,Lampenfassung,Elektronik,3,3.19
385,3,Lee,2020-07-31 09:11:13.150,26,Heckenschere,Garten,0,9.99
385,3,Lee,2020-07-31 09:11:13.150,11,Pinsel,Farben,0,1.89
385,3,Lee,2020-07-31 09:11:13.150,33,Scheibenklar,Auto,0,2.99
385,3,Lee,2020-07-31 09:11:13.150,3,Batterie,Elektronik,2,4.79
385,3,Lee,2020-07-31 09:11:13.150,10,Schraube,Basteln,1,4.89
385,3,Lee,2020-07-31 09:11:13.150,3,Batterie,Elektronik,0,4.79
385,3,Lee,2020-07-31 09:11:13.150,5,Kabel,Elektronik,0,6.99
385,3,Lee,2020-07-31 09:11:13.150,14,Farbe,Farben,2,14.99
585,3,Lee,2020-10-22 21:35:07.440,26,Heckenschere,Garten,0,9.99
585,3,Lee,2020-10-22 21:35:07.440,6,Polystyrolkugel,Basteln,3,1.49
585,3,Lee,2020-10-22 21:35:07.440,22,Topf,Garten,3,0.79
585,3,Lee,2020-10-22 21:35:07.440,35,Autopolitur,Auto,0,11.99
585,3,Lee,2020-10-22 21:35:07.440,3,Batterie,Elektronik,3,4.79
585,3,Lee,2020-10-22 21:35:07.440,12,Klebeband,Farben,2,3.99
585,3,Lee,2020-10-22 21:35:07.440,4,Mehrfachsteckdose,Elektronik,0,3.29
585,3,Lee,2020-10-22 21:35:07.440,28,Feuerzeug,Sonstiges,1,2.59
585,3,Lee,2020-10-22 21:35:07.440,11,Pinsel,Farben,2,1.89
585,3,Lee,2020-10-22 21:35:07.440,10,Schraube,Basteln,1,4.89
591,3,Lee,2020-10-20 18:00:13.650,7,Cutter,Basteln,1,3.99
591,3,Lee,2020-10-20 18:00:13.650,1,Gluehbirne,Elektronik,2,3.99
591,3,Lee,2020-10-20 18:00:13.650,20,Zange,Werkzeug,0,3.99
591,3,Lee,2020-10-20 18:00:13.650,3,Batterie,Elektronik,0,4.79
591,3,Lee,2020-10-20 18:00:13.650,21,Zollstock,Werkzeug,0,2.99
591,3,Lee,2020-10-20 18:00:13.650,12,Klebeband,Farben,0,3.99
591,3,Lee,2020-10-20 18:00:13.650,18,Akkuschrauber,Werkzeug,1,24.99
591,3,Lee,2020-10-20 18:00:13.650,13,Spachtel,Farben,1,4.89
591,3,Lee,2020-10-20 18:00:13.650,24,Einweggrill,Garten,1,4.79
591,3,Lee,2020-10-20 18:00:13.650,26,Heckenschere,Garten,0,9.99
591,3,Lee,2020-10-20 18:00:13.650,2,Lampenfassung,Elektronik,0,3.19
641,3,Lee,2020-11-25 04:29:39.780,26,Heckenschere,Garten,0,9.99
641,3,Lee,2020-11-25 04:29:39.780,27,Muellsack,Sonstiges,1,1.99
641,3,Lee,2020-11-25 04:29:39.780,10,Schraube,Basteln,1,4.89
641,3,Lee,2020-11-25 04:29:39.780,5,Kabel,Elektronik,1,6.99
641,3,Lee,2020-11-25 04:29:39.780,6,Polystyrolkugel,Basteln,2,1.49
641,3,Lee,2020-11-25 04:29:39.780,11,Pinsel,Farben,1,1.89
641,3,Lee,2020-11-25 04:29:39.780,21,Zollstock,Werkzeug,1,2.99
641,3,Lee,2020-11-25 04:29:39.780,7,Cutter,Basteln,2,3.99
641,3,Lee,2020-11-25 04:29:39.780,20,Zange,Werkzeug,0,3.99
641,3,Lee,2020-11-25 04:29:39.780,5,Kabel,Elektronik,0,6.99
641,3,Lee,2020-11-25 04:29:39.780,9,Nagel,Basteln,0,2.99
735,3,Lee,2020-06-11 20:38:42.110,8,Brett,Basteln,1,3.99
735,3,Lee,2020-06-11 20:38:42.110,21,Zollstock,Werkzeug,1,2.99
735,3,Lee,2020-06-11 20:38:42.110,26,Heckenschere,Garten,0,9.99
735,3,Lee,2020-06-11 20:38:42.110,19,Schraubenzieher,Werkzeug,0,5.99
735,3,Lee,2020-06-11 20:38:42.110,35,Autopolitur,Auto,1,11.99
735,3,Lee,2020-06-11 20:38:42.110,3,Batterie,Elektronik,0,4.79
735,3,Lee,2020-06-11 20:38:42.110,23,Handschaufel,Garten,1,2.29
735,3,Lee,2020-06-11 20:38:42.110,29,Grillanzuender,Sonstiges,1,2.99
735,3,Lee,2020-06-11 20:38:42.110,11,Pinsel,Farben,2,1.89
735,3,Lee,2020-06-11 20:38:42.110,22,Topf,Garten,0,0.79
735,3,Lee,2020-06-11 20:38:42.110,36,Frostschutz,Auto,0,2.99
759,3,Lee,2020-10-21 05:50:45.940,31,Kleber,Sonstiges,0,4.99
759,3,Lee,2020-10-21 05:50:45.940,21,Zollstock,Werkzeug,1,2.99
759,3,Lee,2020-10-21 05:50:45.940,34,Destilliertes Wasser,Auto,0,0.99
759,3,Lee,2020-10-21 05:50:45.940,18,Akkuschrauber,Werkzeug,0,24.99
759,3,Lee,2020-10-21 05:50:45.940,14,Farbe,Farben,3,14.99
759,3,Lee,2020-10-21 05:50:45.940,22,Topf,Garten,1,0.79
759,3,Lee,2020-10-21 05:50:45.940,25,Handschuhe,Garten,0,5.99
759,3,Lee,2020-10-21 05:50:45.940,34,Destilliertes Wasser,Auto,1,0.99
